WARN  11:13:39,988 | james.imapserver | ID=1805002500 Error while processing imap request: java.nio.channels.ClosedChannelException - null
INFO  11:13:39,996 | james.smtpserver | Id='44949644' User='' Connection established from 127.0.0.1
INFO  11:13:40,026 | james.smtpserver | Id='44949644' User='' Successfully spooled mail Mail1493457220023-c37dcbe3-f7da-48e3-a71b-6ab7c3d24831 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:13:40,032 | james.smtpserver | Id='44949644' User='' Connection closed for 127.0.0.1
INFO  11:13:40,050 | james.imapserver | ID=1867123334 Connection established from 127.0.0.1
INFO  11:13:40,168 | james.mailetcontext | Local delivered mail Mail1493457220023-c37dcbe3-f7da-48e3-a71b-6ab7c3d24831 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:13:50,034 | james.imapserver | ID=1867123334 Connection closed for 127.0.0.1
INFO  11:13:50,042 | james.imapserver | ID=539418459 Connection established from 127.0.0.1
INFO  11:13:50,115 | james.imapserver | ID=539418459 Connection closed for 127.0.0.1
INFO  11:13:50,123 | james.smtpserver | Id='1737636780' User='' Connection established from 127.0.0.1
INFO  11:13:50,144 | james.smtpserver | Id='1737636780' User='' Successfully spooled mail Mail1493457230141-35ca75db-527f-4ea6-8238-d6728679b47b from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:13:50,156 | james.smtpserver | Id='1737636780' User='' Connection closed for 127.0.0.1
INFO  11:13:50,163 | james.imapserver | ID=137752027 Connection established from 127.0.0.1
INFO  11:13:50,263 | james.mailetcontext | Local delivered mail Mail1493457230141-35ca75db-527f-4ea6-8238-d6728679b47b sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:00,154 | james.imapserver | ID=137752027 Connection closed for 127.0.0.1
INFO  11:14:00,163 | james.imapserver | ID=1997297874 Connection established from 127.0.0.1
INFO  11:14:00,212 | james.imapserver | ID=1997297874 Connection closed for 127.0.0.1
INFO  11:14:00,223 | james.smtpserver | Id='679317302' User='' Connection established from 127.0.0.1
INFO  11:14:00,247 | james.smtpserver | Id='679317302' User='' Successfully spooled mail Mail1493457240242-294e5b0b-f219-4b0c-8c20-bd5af19c9835 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:14:00,260 | james.smtpserver | Id='679317302' User='' Connection closed for 127.0.0.1
INFO  11:14:00,275 | james.imapserver | ID=1091152865 Connection established from 127.0.0.1
INFO  11:14:00,369 | james.mailetcontext | Local delivered mail Mail1493457240242-294e5b0b-f219-4b0c-8c20-bd5af19c9835 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:10,258 | james.imapserver | ID=1091152865 Connection closed for 127.0.0.1
INFO  11:14:10,270 | james.imapserver | ID=20457423 Connection established from 127.0.0.1
INFO  11:14:10,325 | james.imapserver | ID=20457423 Connection closed for 127.0.0.1
INFO  11:14:10,339 | james.smtpserver | Id='1705053515' User='' Connection established from 127.0.0.1
INFO  11:14:10,363 | james.smtpserver | Id='1705053515' User='' Successfully spooled mail Mail1493457250360-7e659007-479c-42e4-a3b9-e584afea40fc from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:14:10,370 | james.smtpserver | Id='1705053515' User='' Connection closed for 127.0.0.1
INFO  11:14:10,379 | james.imapserver | ID=1158787459 Connection established from 127.0.0.1
INFO  11:14:10,486 | james.mailetcontext | Local delivered mail Mail1493457250360-7e659007-479c-42e4-a3b9-e584afea40fc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:20,371 | james.imapserver | ID=1158787459 Connection closed for 127.0.0.1
INFO  11:14:20,386 | james.imapserver | ID=682090395 Connection established from 127.0.0.1
INFO  11:14:20,495 | james.imapserver | ID=682090395 Connection closed for 127.0.0.1
INFO  11:14:20,511 | james.smtpserver | Id='690236545' User='' Connection established from 127.0.0.1
INFO  11:14:20,550 | james.smtpserver | Id='690236545' User='' Successfully spooled mail Mail1493457260542-592236af-cdd5-4fa4-8801-7e5ce2d627e1 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:14:20,558 | james.smtpserver | Id='690236545' User='' Connection closed for 127.0.0.1
INFO  11:14:20,575 | james.imapserver | ID=1933918370 Connection established from 127.0.0.1
INFO  11:14:20,699 | james.mailetcontext | Local delivered mail Mail1493457260542-592236af-cdd5-4fa4-8801-7e5ce2d627e1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:30,558 | james.imapserver | ID=1933918370 Connection closed for 127.0.0.1
INFO  11:14:30,564 | james.imapserver | ID=22354577 Connection established from 127.0.0.1
INFO  11:14:30,614 | james.imapserver | ID=22354577 Connection closed for 127.0.0.1
INFO  11:14:30,624 | james.smtpserver | Id='387419457' User='' Connection established from 127.0.0.1
INFO  11:14:30,644 | james.smtpserver | Id='387419457' User='' Successfully spooled mail Mail1493457270640-e5dc45e6-cc46-4dc2-ba73-c7131f6a52af from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:14:30,658 | james.smtpserver | Id='387419457' User='' Connection closed for 127.0.0.1
INFO  11:14:30,663 | james.imapserver | ID=1627107756 Connection established from 127.0.0.1
INFO  11:14:30,780 | james.mailetcontext | Local delivered mail Mail1493457270640-e5dc45e6-cc46-4dc2-ba73-c7131f6a52af sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:40,654 | james.imapserver | ID=1627107756 Connection closed for 127.0.0.1
INFO  11:14:40,660 | james.imapserver | ID=473543496 Connection established from 127.0.0.1
INFO  11:14:40,758 | james.imapserver | ID=473543496 Connection closed for 127.0.0.1
INFO  11:14:40,766 | james.smtpserver | Id='1378348885' User='' Connection established from 127.0.0.1
INFO  11:14:40,804 | james.smtpserver | Id='1378348885' User='' Successfully spooled mail Mail1493457280797-86ea751e-fee8-40ec-a9b1-cf3c06b04ee5 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:14:40,837 | james.smtpserver | Id='1378348885' User='' Connection closed for 127.0.0.1
INFO  11:14:40,844 | james.imapserver | ID=219117310 Connection established from 127.0.0.1
INFO  11:14:40,905 | james.mailetcontext | Local delivered mail Mail1493457280797-86ea751e-fee8-40ec-a9b1-cf3c06b04ee5 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:14:42,365 | james.imapserver | ID=219117310 Connection closed for 127.0.0.1
INFO  11:14:45,760 | james.imapserver | ID=1684273617 Connection established from 127.0.0.1
INFO  11:14:55,746 | james.imapserver | ID=1684273617 Connection closed for 127.0.0.1
INFO  11:14:55,758 | james.imapserver | ID=71545456 Connection established from 127.0.0.1
INFO  11:14:55,800 | james.imapserver | ID=71545456 Connection closed for 127.0.0.1
INFO  11:14:55,852 | james.smtpserver | Id='189926552' User='' Connection established from 127.0.0.1
INFO  11:14:55,877 | james.smtpserver | Id='189926552' User='' Successfully spooled mail Mail1493457295874-96f0c786-1a6e-47e8-b5f1-d300ad793016 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:14:55,897 | james.smtpserver | Id='189926552' User='' Connection closed for 127.0.0.1
INFO  11:14:55,915 | james.imapserver | ID=1195538941 Connection established from 127.0.0.1
INFO  11:14:55,991 | james.mailetcontext | Local delivered mail Mail1493457295874-96f0c786-1a6e-47e8-b5f1-d300ad793016 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:04,368 | james.imapserver | ID=1195538941 Connection closed for 127.0.0.1
INFO  11:15:08,074 | james.imapserver | ID=1074417020 Connection established from 127.0.0.1
INFO  11:15:11,542 | james.imapserver | ID=231217702 Connection established from 127.0.0.1
INFO  11:15:18,066 | james.imapserver | ID=1074417020 Connection closed for 127.0.0.1
INFO  11:15:18,072 | james.imapserver | ID=1528605169 Connection established from 127.0.0.1
INFO  11:15:18,110 | james.imapserver | ID=1528605169 Connection closed for 127.0.0.1
INFO  11:15:18,126 | james.smtpserver | Id='1085181958' User='' Connection established from 127.0.0.1
INFO  11:15:18,151 | james.smtpserver | Id='1085181958' User='' Successfully spooled mail Mail1493457318147-abc46864-520c-40fc-bcfd-2e064a32da80 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:15:18,155 | james.smtpserver | Id='1085181958' User='' Connection closed for 127.0.0.1
INFO  11:15:18,180 | james.imapserver | ID=1197684733 Connection established from 127.0.0.1
INFO  11:15:18,269 | james.mailetcontext | Local delivered mail Mail1493457318147-abc46864-520c-40fc-bcfd-2e064a32da80 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:28,157 | james.imapserver | ID=1197684733 Connection closed for 127.0.0.1
INFO  11:15:28,164 | james.imapserver | ID=2031871647 Connection established from 127.0.0.1
INFO  11:15:28,203 | james.imapserver | ID=2031871647 Connection closed for 127.0.0.1
INFO  11:15:28,214 | james.smtpserver | Id='1543666814' User='' Connection established from 127.0.0.1
INFO  11:15:28,234 | james.smtpserver | Id='1543666814' User='' Successfully spooled mail Mail1493457328230-f5f4f149-d2b5-4388-976f-fd6aee97d2ca from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:15:28,240 | james.smtpserver | Id='1543666814' User='' Connection closed for 127.0.0.1
INFO  11:15:28,252 | james.imapserver | ID=669480065 Connection established from 127.0.0.1
INFO  11:15:28,342 | james.mailetcontext | Local delivered mail Mail1493457328230-f5f4f149-d2b5-4388-976f-fd6aee97d2ca sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:38,241 | james.imapserver | ID=669480065 Connection closed for 127.0.0.1
INFO  11:15:38,249 | james.imapserver | ID=1422618503 Connection established from 127.0.0.1
INFO  11:15:38,293 | james.imapserver | ID=1422618503 Connection closed for 127.0.0.1
INFO  11:15:38,303 | james.smtpserver | Id='832716287' User='' Connection established from 127.0.0.1
INFO  11:15:38,326 | james.smtpserver | Id='832716287' User='' Successfully spooled mail Mail1493457338322-7b711c4f-22bd-4f0c-b8a2-92fdf10a8c38 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:15:38,330 | james.smtpserver | Id='832716287' User='' Connection closed for 127.0.0.1
INFO  11:15:38,340 | james.imapserver | ID=540089066 Connection established from 127.0.0.1
INFO  11:15:38,396 | james.mailetcontext | Local delivered mail Mail1493457338322-7b711c4f-22bd-4f0c-b8a2-92fdf10a8c38 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:48,334 | james.imapserver | ID=540089066 Connection closed for 127.0.0.1
INFO  11:15:48,340 | james.imapserver | ID=1328125648 Connection established from 127.0.0.1
INFO  11:15:48,402 | james.imapserver | ID=1328125648 Connection closed for 127.0.0.1
INFO  11:15:48,415 | james.smtpserver | Id='1164900568' User='' Connection established from 127.0.0.1
INFO  11:15:48,443 | james.smtpserver | Id='1164900568' User='' Successfully spooled mail Mail1493457348440-9ec08092-c5fd-462a-828b-7b875b16c193 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:15:48,453 | james.smtpserver | Id='1164900568' User='' Connection closed for 127.0.0.1
INFO  11:15:48,463 | james.imapserver | ID=718289710 Connection established from 127.0.0.1
INFO  11:15:48,587 | james.mailetcontext | Local delivered mail Mail1493457348440-9ec08092-c5fd-462a-828b-7b875b16c193 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:15:58,453 | james.imapserver | ID=718289710 Connection closed for 127.0.0.1
INFO  11:15:58,458 | james.imapserver | ID=1650894065 Connection established from 127.0.0.1
INFO  11:15:58,496 | james.imapserver | ID=1650894065 Connection closed for 127.0.0.1
INFO  11:15:58,506 | james.smtpserver | Id='627313731' User='' Connection established from 127.0.0.1
INFO  11:15:58,527 | james.smtpserver | Id='627313731' User='' Successfully spooled mail Mail1493457358523-f5fc814b-4e58-452f-8eab-be35ec81a144 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:15:58,531 | james.smtpserver | Id='627313731' User='' Connection closed for 127.0.0.1
INFO  11:15:58,538 | james.imapserver | ID=1058154492 Connection established from 127.0.0.1
INFO  11:15:58,605 | james.mailetcontext | Local delivered mail Mail1493457358523-f5fc814b-4e58-452f-8eab-be35ec81a144 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:08,533 | james.imapserver | ID=1058154492 Connection closed for 127.0.0.1
INFO  11:16:08,539 | james.imapserver | ID=1481035584 Connection established from 127.0.0.1
INFO  11:16:08,589 | james.imapserver | ID=1481035584 Connection closed for 127.0.0.1
INFO  11:16:08,612 | james.smtpserver | Id='429128344' User='' Connection established from 127.0.0.1
INFO  11:16:08,644 | james.smtpserver | Id='429128344' User='' Successfully spooled mail Mail1493457368640-fd3b0244-84e9-4d99-9e8e-0a4631d82fd2 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:16:08,720 | james.smtpserver | Id='429128344' User='' Connection closed for 127.0.0.1
INFO  11:16:08,728 | james.imapserver | ID=1633329288 Connection established from 127.0.0.1
INFO  11:16:08,774 | james.mailetcontext | Local delivered mail Mail1493457368640-fd3b0244-84e9-4d99-9e8e-0a4631d82fd2 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:18,718 | james.imapserver | ID=1633329288 Connection closed for 127.0.0.1
INFO  11:16:18,723 | james.imapserver | ID=97063475 Connection established from 127.0.0.1
INFO  11:16:18,761 | james.imapserver | ID=97063475 Connection closed for 127.0.0.1
INFO  11:16:18,771 | james.smtpserver | Id='1433799279' User='' Connection established from 127.0.0.1
INFO  11:16:18,793 | james.smtpserver | Id='1433799279' User='' Successfully spooled mail Mail1493457378790-aeb683b5-311c-43fe-a548-273ebeceb9fc from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:16:18,804 | james.smtpserver | Id='1433799279' User='' Connection closed for 127.0.0.1
INFO  11:16:18,820 | james.imapserver | ID=879098920 Connection established from 127.0.0.1
INFO  11:16:18,907 | james.mailetcontext | Local delivered mail Mail1493457378790-aeb683b5-311c-43fe-a548-273ebeceb9fc sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:28,804 | james.imapserver | ID=879098920 Connection closed for 127.0.0.1
INFO  11:16:28,812 | james.imapserver | ID=1295601987 Connection established from 127.0.0.1
INFO  11:16:28,872 | james.imapserver | ID=1295601987 Connection closed for 127.0.0.1
INFO  11:16:28,880 | james.smtpserver | Id='858140129' User='' Connection established from 127.0.0.1
INFO  11:16:28,899 | james.smtpserver | Id='858140129' User='' Successfully spooled mail Mail1493457388896-8446a65c-c02c-4cab-acda-55f7d12a2eb2 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  11:16:28,912 | james.smtpserver | Id='858140129' User='' Connection closed for 127.0.0.1
INFO  11:16:28,917 | james.imapserver | ID=750858640 Connection established from 127.0.0.1
INFO  11:16:28,982 | james.mailetcontext | Local delivered mail Mail1493457388896-8446a65c-c02c-4cab-acda-55f7d12a2eb2 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  11:16:38,913 | james.imapserver | ID=750858640 Connection closed for 127.0.0.1
